amenities,descripcion,nombre,precio
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,
"Paid private parking nearby,Free High Speed Internet (WiFi),Outdoor pool,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Baggage storage,Non-smoking hotel,Street parking,Wifi,Outdoor furniture,Shared lounge / TV area,24-hour front desk,Air conditioning,Safe,Non-smoking rooms,Family rooms",,DreamKapture Hostel,"MX506,MX506,MX405,MX506"
"Paid private parking nearby,Free High Speed Internet (WiFi),Outdoor pool,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Baggage storage,Non-smoking hotel,Street parking,Wifi,Outdoor furniture,Shared lounge / TV area,24-hour front desk,Air conditioning,Safe,Non-smoking rooms,Family rooms",,DreamKapture Hostel,"MX506,MX506,MX405,MX506"
,,,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Airport transportation,Business Center with Internet Access,Conference facilities,Baggage storage,Parking garage,Wifi,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Banquet room,Meeting rooms,Concierge,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Soundproof rooms,Air conditioning,Desk,Housekeeping,Room service,Minibar,Flatscreen TV,Hair dryer,Safe,Bottled water,Non-smoking rooms,Suites,Family rooms",,Hotel Palace Guayaquil,"MX1,144,MX1,842,MX1,862,MX1,118"
"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Airport transportation,Business Center with Internet Access,Conference facilities,Baggage storage,Parking garage,Wifi,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Banquet room,Meeting rooms,Concierge,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Soundproof rooms,Air conditioning,Desk,Housekeeping,Room service,Minibar,Flatscreen TV,Hair dryer,Safe,Bottled water,Non-smoking rooms,Suites,Family rooms",,Hotel Palace Guayaquil,"MX1,144,MX1,254,MX1,862,MX1,118"
"Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children's television networks,Airport transportation,Business Center with Internet Access,Parking,Restaurant,Breakfast available,Breakfast in the room,Kids' meals,Wine / champagne,Highchairs available,Taxi service,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Minibar,Cable / satellite TV,Bath / shower,Room service,Safe,Seating area,Separate dining area,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Laptop safe,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",,Wyndham Garden Guayaquil,
"Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children's television networks,Airport transportation,Business Center with Internet Access,Parking,Restaurant,Breakfast available,Breakfast in the room,Kids' meals,Wine / champagne,Highchairs available,Taxi service,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Minibar,Cable / satellite TV,Bath / shower,Room service,Safe,Seating area,Separate dining area,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Laptop safe,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",,Wyndham Garden Guayaquil,
"Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children's television networks,Airport transportation,Business Center with Internet Access,Parking,Restaurant,Breakfast available,Breakfast in the room,Kids' meals,Wine / champagne,Highchairs available,Taxi service,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Minibar,Cable / satellite TV,Bath / shower,Room service,Safe,Seating area,Separate dining area,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Laptop safe,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",,Wyndham Garden Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,"MX1,278,MX1,278,MX1,279,MX1,237"
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,"MX1,278,MX1,278,MX1,279,MX1,237"
"Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children's television networks,Airport transportation,Business Center with Internet Access,Parking,Restaurant,Breakfast available,Breakfast in the room,Kids' meals,Wine / champagne,Highchairs available,Taxi service,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Minibar,Cable / satellite TV,Bath / shower,Room service,Safe,Seating area,Separate dining area,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Laptop safe,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",,Wyndham Garden Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Hot tub,Free breakfast,Bicycle rental,Bicycles available,Babysitting,Children Activities (Kid / Family Friendly),Wifi,Bar / lounge,Restaurant,Special diet menus,Hiking,Horseback riding,Bicycle tours,Evening entertainment,Airport transportation,Shuttle bus service,Business Center with Internet Access,Meeting rooms,Spa,Concierge,Non-smoking hotel,Outdoor furniture,Private check-in / check-out,Laundry service,Air conditioning,Housekeeping,Room service,Minibar,Non-smoking rooms,Suites,Family rooms",,Hacienda La Danesa,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Children Activities (Kid / Family Friendly),Free airport transportation,Business Center with Internet Access,Parking garage,Wifi,Outdoor pool,Sauna,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Airport transportation,Shuttle bus service,Conference facilities,Banquet room,Meeting rooms,Spa,Hammam,Massage,Baggage storage,Concierge,Newspaper,Non-smoking hotel,Shops,Sun terrace,24-hour front desk,Dry cleaning,Laundry service,Self-serve laundry,Ironing service,Air conditioning,Room service,Safe,Bottled water,Minibar,Flatscreen TV,Non-smoking rooms,Suites,Family rooms","See why so many travelers make Sonesta Hotel Guayaquil their hotel of choice when visiting Guayaquil. Providing an ideal mix of value, comfort and convenience, it offers a family-friendly setting with an array of amenities designed for travelers like you.,Given the close proximity of popular landmarks, such as El Castillo Chocolate Farm (2.0 mi) and El Faro de Guayaquil (2.0 mi), guests of Sonesta Hotel Guayaquil can easily experience some of Guayaquil's most well known attractions.,As your “home away from home,” the hotel rooms offer a flat screen TV, air conditioning, and a minibar, and getting online is easy, with free wifi available.,Guests have access to a 24 hour front desk, room service, and a concierge while staying at Sonesta Hotel Guayaquil. In addition, Sonesta Hotel Guayaquil offers a pool and an on-site restaurant, which will help make your Guayaquil trip additionally gratifying. And, as an added convenience, there is free parking available to guests.,If you are looking for a good Asian restaurant, you may want to check out Gran Chef, Restaurante Sushi Isao, or Noe Sushi Bar while staying at Sonesta Hotel Guayaquil.,During your visit, be sure to check out Monumento a Guayas y Quil (0.7 mi), which is a popular attraction within walking distance of the hotel.,At Sonesta Hotel Guayaquil, your comfort and satisfaction come first, and they look forward to welcoming you to Guayaquil.",Sonesta Hotel Guayaquil,"MX1,867,MX2,022,MX2,728,MX1,797"
"Paid private parking nearby,Free High Speed Internet (WiFi),Outdoor pool,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Baggage storage,Non-smoking hotel,Street parking,Wifi,Outdoor furniture,Shared lounge / TV area,24-hour front desk,Air conditioning,Safe,Non-smoking rooms,Family rooms",,DreamKapture Hostel,
"Paid private parking nearby,Free High Speed Internet (WiFi),Outdoor pool,Free breakfast,Pets Allowed ( Dog / Pet Friendly ),Airport transportation,Baggage storage,Non-smoking hotel,Street parking,Wifi,Outdoor furniture,Shared lounge / TV area,24-hour front desk,Air conditioning,Safe,Non-smoking rooms,Family rooms",,DreamKapture Hostel,
"Free High Speed Internet (WiFi),Wifi,Free breakfast,Non-smoking hotel,Non-smoking rooms,Family rooms",,Cino Fabiani Guesthouse,
"Parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children Activities (Kid / Family Friendly),Free shuttle or taxi services,Wifi,Rooftop pool,Outdoor pool,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Airport transportation,Banquet room,Meeting rooms,Baggage storage,Concierge,Convenience store,Newspaper,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Air conditioning,Housekeeping,Room service,Safe,Refrigerator,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",,Courtyard by Marriott Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Airport transportation,Business Center with Internet Access,Conference facilities,Baggage storage,Parking garage,Wifi,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Banquet room,Meeting rooms,Concierge,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Soundproof rooms,Air conditioning,Desk,Housekeeping,Room service,Minibar,Flatscreen TV,Hair dryer,Safe,Bottled water,Non-smoking rooms,Suites,Family rooms",,Hotel Palace Guayaquil,"MX1,428,MX1,318,MX1,428"
"Free parking,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Free breakfast,Airport transportation,Business Center with Internet Access,Conference facilities,Baggage storage,Parking garage,Wifi,Restaurant,Breakfast buffet,Breakfast in the room,Kids' meals,Wine / champagne,Banquet room,Meeting rooms,Concierge,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Soundproof rooms,Air conditioning,Desk,Housekeeping,Room service,Minibar,Flatscreen TV,Hair dryer,Safe,Bottled water,Non-smoking rooms,Suites,Family rooms",,Hotel Palace Guayaquil,"MX1,306,MX2,015,MX1,144,MX1,842"
"Paid private parking nearby,Free High Speed Internet (WiFi),Wifi,Free breakfast,Breakfast available,Airport transportation,Non-smoking hotel,Laundry service,Air conditioning,Flatscreen TV,Non-smoking rooms,Family rooms",,Macaw,
"Free parking,Free High Speed Internet (WiFi),Free breakfast,Airport transportation,Business Center with Internet Access,Conference facilities,Massage,Baggage storage,Parking garage,Wifi,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Breakfast in the room,Banquet room,Meeting rooms,Salon,Concierge,Non-smoking hotel,Shops,ATM on site,24-hour front desk,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Air conditioning,Room service,Safe,Flatscreen TV,Non-smoking rooms,Suites,Family rooms",,Continental Hotel,
"Paid private parking nearby,Free High Speed Internet (WiFi),Fitness Center with Gym / Workout Room,Bar / lounge,Kids stay free,Children's television networks,Airport transportation,Business Center with Internet Access,Parking,Restaurant,Breakfast available,Breakfast in the room,Kids' meals,Wine / champagne,Highchairs available,Taxi service,Conference facilities,Banquet room,Meeting rooms,24-hour security,Baggage storage,Concierge,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Shoeshine,Allergy-free room,Blackout curtains,Air conditioning,Desk,Housekeeping,Minibar,Cable / satellite TV,Bath / shower,Room service,Safe,Seating area,Separate dining area,Telephone,Wardrobe / closet,Bottled water,Clothes rack,Iron,Laptop safe,Tile / marble floor,Wake-up service / alarm clock,Flatscreen TV,Radio,Complimentary toiletries,Hair dryer,Non-smoking rooms,Suites,Family rooms",,Wyndham Garden Guayaquil,
"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Center with Gym / Workout Room,Bar / lounge,Free airport transportation,Business Center with Internet Access,Conference facilities,Paid private parking on-site,Parking garage,Wifi,Pool / beach towels,Outdoor pool,Heated pool,Restaurant,Breakfast available,Breakfast buffet,Kids' meals,Snack bar,Special diet menus,Poolside bar,Free shuttle or taxi services,Airport transportation,Shuttle bus service,Banquet room,Meeting rooms,Baggage storage,Concierge,Gift shop,Newspaper,Non-smoking hotel,24-hour front desk,Dry cleaning,Laundry service,Ironing service,Air conditioning,Desk,Housekeeping,Room service,Minibar,Refrigerator,Flatscreen TV,Hair dryer,Safe,Iron,Non-smoking rooms,Suites",,Holiday Inn Guayaquil Airport,"MX2,032,MX2,179,MX1,777"
